Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Suzuki Cultus Limited Edition 2016,1500000.0,2016,85000,Petrol,Manual,Lahore,Grey,Imported,Hatchback,1000 cc
Suzuki Cultus VXRi 2013,1350000.0,2013,68000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Honda Vezel Hybrid Z Honda Sensing  2014,4000000.0,2014,112224,Petrol,Automatic,Islamabad,Black,Imported,Crossover,1500 cc
Toyota Vitz F 1.0 2003,1550000.0,2003,85000,Petrol,Automatic,Lahore,White,Imported,Hatchback,1000 cc
Suzuki Baleno JXL 2004,1150000.0,2004,140000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Suzuki Swift GL CVT 2022,3425000.0,2022,7000,Petrol,Automatic,Karachi,White,Local,Hatchback,1200 cc
Suzuki Wagon R AGS 2022,2795000.0,2022,7200,Petrol,Automatic,Islamabad,White,Local,Hatchback,1000 cc
Suzuki Swift DX 1.3 2012,1500000.0,2012,89000,Petrol,Manual,Punjab,Maroon,Local,Hatchback,1300 cc
Suzuki Mehran VXR Euro II 2017,1025000.0,2017,60000,Petrol,Manual,Islamabad,White,Local,Hatchback,796 cc
Nissan Murano Platinum 2004,2350000.0,2004,84000,Petrol,Automatic,Karachi,Bronze,Imported,Compact SUV,3500 cc
Suzuki Alto VXR 2021,2050000.0,2021,36000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Suzuki Alto VXR 2022,1975000.0,2022,11000,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Suzuki Mehran VX 2007,700000.0,2007,111,Petrol,Manual,Islamabad,White,Local,Hatchback,800 cc
Suzuki Alto VXR 2021,1955000.0,2021,23000,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Daihatsu Cuore CX Eco 2004,520000.0,2004,75000,Petrol,Manual,Karachi,Blue,Local,Hatchback,800 cc
Toyota Corolla Altis X Automatic 1.6 2021,4400000.0,2021,20000,Petrol,Automatic,Karachi,White,Local,Sedan,1600 cc
Suzuki Mehran VX (CNG) 2003,509999.99999999994,2003,10,,Manual,Peshawar,Silver,Local,Hatchback,800 cc
Toyota Other 2007,1550000.0,2007,65000,Petrol,Manual,Multan,White,Local,,1300 cc
Suzuki Wagon R VXL 2022,2650000.0,2022,4500,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Suzuki Alto VXR 2012,1040000.0,2012,65000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2019,3400000.0,2019,86146,Petrol,Automatic,Karachi,Assembly,Local,Sedan,1300 cc
Nissan Clipper 2010,900000.0,2010,153153,Petrol,Automatic,Karachi,White,Imported,,660 cc
Nissan Clipper G 2016,2150000.0,2016,100218,Petrol,Automatic,Karachi,White,Imported,Mini Van,660 cc
Toyota Prado TX Limited 2.7 2006,6300000.0,2006,133583,Petrol,Automatic,Karachi,White,Imported,SUV,2700 cc
Toyota Corolla Altis X Automatic 1.6 2022,5450000.0,2022,1,Petrol,Automatic,Un-Registered,White,Local,Sedan,1600 cc
Toyota Yaris ATIV CVT 1.3 2022,4000000.0,2022,197,Petrol,Automatic,Karachi,Silver,Local,Sedan,1300 cc
Suzuki Alto VXR 2022,2125000.0,2022,1,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Peugeot 2008 Allure 2022,5999000.0,2022,3950,Petrol,Automatic,Islamabad,Orange,Local,Crossover,1200 cc
Toyota Prado TX 2.7 2006,7300000.0,2006,73563,Petrol,Automatic,Karachi,Assembly,Imported,SUV,2700 cc
Toyota Corolla Fielder Hybrid G  WB  2016,5050000.0,2016,118595,Petrol,Automatic,Karachi,Assembly,Imported,Station Wagon,1500 cc
Suzuki Cultus Limited Edition 2017,1500000.0,2017,62472,Petrol,Manual,Sindh,Grey,Local,Hatchback,1000 cc
Suzuki Alto VXL AGS 2021,2250000.0,2021,19261,Petrol,Automatic,Lahore,White,Local,Hatchback,660 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2017,275000.0,2017,85000,Petrol,Automatic,Lahore,White,Local,Sedan,1500 cc
Toyota Land Cruiser VX Limited 4.2D 2003,8500000.0,2003,255000,Diesel,Automatic,Karachi,White,Imported,SUV,4200 cc
Suzuki Alto VXR 2021,2100000.0,2021,23000,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Toyota Corolla Altis Automatic 1.6 2020,4100000.0,2020,45000,Petrol,Automatic,Lahore,Black,Local,Sedan,1600 cc
Toyota Corolla 1994,1450000.0,1994,180000,Petrol,Automatic,Karachi,Gold,Imported,,1500 cc
Suzuki Swift GL CVT 2022,3375000.0,2022,6745,Petrol,Automatic,Punjab,White,Local,Hatchback,1200 cc
Suzuki Wagon R VXL 2019,1914999.9999999998,2019,50250,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Vitz F M Package 1.0 2018,3900000.0,2018,86500,Petrol,Automatic,Lahore,Grey,Imported,Hatchback,1000 cc
Suzuki Swift DLX 1.3 2017,2050000.0,2017,87000,Petrol,Manual,Lahore,White,Local,Hatchback,1300 cc
Suzuki Ravi Euro II 2020,1200000.0,2020,88000,Petrol,Manual,Sindh,White,Imported,Pick Up,800 cc
Suzuki Cultus VXL 2021,2650000.0,2021,39000,Petrol,Manual,Punjab,White,Local,Hatchback,1000 cc
United Bravo Base Grade  2020,950000.0,2020,47000,Petrol,Manual,Sindh,Blue,Local,Hatchback,800 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4950000.0,2019,27000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Suzuki Baleno JXR 2002,780000.0,2002,110000,Petrol,Manual,Rawalpindi,White,Local,Sedan,1300 cc
Suzuki Cultus VXR 2007,765000.0,2007,100000,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Suzuki Mehran VX 2005,520000.0,2005,50000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,800 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2017,3240000.0,2017,76000,Petrol,Automatic,Lahore,White,Local,Sedan,1300 cc
Suzuki Baleno JXL 2004,750000.0,2004,150000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2019,3554999.9999999995,2019,80000,Petrol,Automatic,Lahore,Black,Local,Sedan,1300 cc
Toyota Corolla XLi VVTi 2014,2070000.0,2014,165000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Honda City 1.3 i-VTEC Prosmatec 2018,3000000.0,2018,41735,Petrol,Automatic,Karachi,White,Local,Sedan,1300 cc
Toyota Hilux Revo V Automatic 2.8 2019,8700000.0,2019,17130,Diesel,Automatic,Karachi,Black,Local,Double Cabin,2800 cc
Nissan Dayz Highway Star 2019,3325000.0,2019,41797,Petrol,Automatic,Karachi,White,Imported,,660 cc
Daihatsu Rocky G 2019,5400000.0,2019,9213,Petrol,Automatic,Karachi,Black,Imported,Crossover,1000 cc
KIA Sportage Alpha 2021,5450000.0,2021,24657,Petrol,Automatic,Karachi,Red,Imported,SUV,2000 cc
Honda City 1.5L ASPIRE CVT 2021,4200000.0,2021,6672,Petrol,Automatic,Karachi,White,Local,Compact sedan,1500 cc
Honda Accord CL9 2004,1800000.0,2004,161656,Petrol,Automatic,Karachi,Silver,Imported,Sedan,2400 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4700000.0,2019,20888,Petrol,Automatic,Karachi,Silver,Local,Sedan,1800 cc
Toyota Aqua S 2014,2900000.0,2014,100615,Hybrid,Automatic,Karachi,Silver,Imported,Hatchback,1500 cc
Honda Fit 1.5 Hybrid Base Grade  2013,2800000.0,2013,70000,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1500 cc
Suzuki Alto VXR 2022,2100000.0,2022,1,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Suzuki Cultus Auto Gear Shift 2021,3250000.0,2021,19000,Petrol,Automatic,Islamabad,White,Local,Hatchback,1000 cc
Toyota Aqua S 2018,5230000.0,2018,85577,Hybrid,Automatic,Karachi,Black,Imported,Hatchback,1500 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2018,3300000.0,2018,59000,Petrol,Automatic,Islamabad,Burgundy,Local,Sedan,1500 cc
KIA Sportage AWD 2021,6300000.0,2021,44000,Petrol,Automatic,Islamabad,White,Local,SUV,2000 cc
Suzuki Swift GLX CVT 2022,3750000.0,2022,25,Petrol,Automatic,Un-Registered,White,Local,Hatchback,1200 cc
Daihatsu Cuore CX Eco 2007,690000.0,2007,88000,Petrol,Manual,Karachi,White,Local,Hatchback,800 cc
Toyota Belta X 1.0 2011,2000000.0,2011,172000,Petrol,Automatic,Lahore,Grey,Imported,Sedan,1000 cc
Suzuki Khyber GA 1998,610000.0,1998,180000,Petrol,Manual,Islamabad,Red,Local,Hatchback,1000 cc
Honda City i-DSI Vario 2006,1225000.0,2006,284000,Petrol,Automatic,Karachi,Blue,Local,Sedan,1300 cc
Suzuki Alto VXR (CNG) 2005,585000.0,2005,1,Petrol,Manual,Karachi,Beige,Local,Hatchback,1000 cc
Suzuki Mehran VXR 2006,650000.0,2006,65000,Petrol,Manual,Islamabad,White,Local,Hatchback,800 cc
Daihatsu Mira X SA 2017,2850000.0,2017,64000,Petrol,Automatic,Sindh,Silver,Imported,Hatchback,660 cc
Suzuki Cultus VXRi 2012,1000000.0,2012,111111,Petrol,Manual,Sindh,White,Local,Hatchback,1000 cc
Toyota Corolla Altis Automatic 1.6 2018,4200000.0,2018,81000,Petrol,Automatic,Lahore,White,Local,Sedan,1600 cc
Toyota Prius S LED Edition 1.8 2012,2975000.0,2012,117000,Hybrid,Automatic,Adda jahan khan,Silver,Imported,Sedan,1800 cc
Honda City 1.5 i-VTEC Prosmatec 2018,3000000.0,2018,70000,Petrol,Automatic,Lahore,White,Local,Sedan,1500 cc
Suzuki Alto VXR 2011,1010000.0,2011,79683,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
MG HS Trophy 2022,6850000.0,2022,9800,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Peugeot 2008 Active 2022,5390000.0,2022,8000,Petrol,Automatic,Islamabad,White,Local,Crossover,1200 cc
Chery Tiggo 4 Pro DEX Plus 1.5T 2022,5850000.0,2022,25,Petrol,Automatic,Un-Registered,White,Local,Crossover,1500 cc
Chery Tiggo 8 Pro 1.6 DEX Plus 2022,8300000.0,2022,250,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1600 cc
Hyundai Tucson AWD A/T Ultimate 2022,7050000.0,2022,4500,Petrol,Automatic,Un-Registered,Black,Local,SUV,2000 cc
Toyota Fortuner Legender  2022,16100000.000000002,2022,30,Diesel,Automatic,Un-Registered,Black,Local,SUV,2800 cc
Toyota Corolla XLi 2005,1400000.0,2005,150000,Petrol,Manual,Faisalabad,White,Local,Sedan,1300 cc
KIA Picanto 1.0 AT 2019,2620000.0,2019,59000,Petrol,Automatic,Punjab,White,Local,Hatchback,1000 cc
Suzuki Cultus VXR 2001,500000.0,2001,100000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Wagon R VXR 2014,1630000.0,2014,82000,Petrol,Manual,Sindh,Green,Local,Hatchback,1000 cc
Suzuki Cultus VXRi 2011,1015000.0,2011,126000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
Suzuki Cultus EURO II 2013,1325000.0,2013,108000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
Suzuki Mehran VXR 2011,730000.0,2011,65000,Petrol,Manual,Lahore,Blue,Local,Hatchback,800 cc
MG ZS 1.5L 2021,4600000.0,2021,10000,Petrol,Automatic,Punjab,Red,Imported,Compact SUV,1500 cc
Suzuki Swift 1999,530000.0,1999,10000,Petrol,Manual,Mardan,Silver,Imported,,1000 cc
Suzuki Cultus EURO II 2015,1220000.0,2015,65000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,1000 cc
Toyota Corolla 2.0D 1994,844999.9999999999,1994,55000,Diesel,Manual,Sialkot,Navy,Local,Sedan,2000 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2013,2375000.0,2013,110000,Petrol,Manual,Sindh,Black,Local,Sedan,1800 cc
Daihatsu Cuore CX Eco 2009,925000.0,2009,65000,Petrol,Manual,Karachi,Red,Local,Hatchback,800 cc
Sogo Pickup 1999,975000.0,1999,65000,Petrol,Manual,Islamabad,Green,Imported,,800 cc
Suzuki Margalla 1996,305000.0,1996,65000,Petrol,Manual,Karachi,Red,Local,,1300 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5460000.0,2021,24000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Honda City i-DSI 2007,1500000.0,2007,110000,Petrol,Manual,Lahore,Black,Local,Sedan,1300 cc
Honda Civic Turbo 1.5 VTEC CVT 2016,4400000.0,2016,77350,Petrol,Automatic,Islamabad,Black,Local,Sedan,1800 cc
KIA Picanto 1.0 AT 2020,2550000.0,2020,27000,Petrol,Automatic,Karachi,White,Local,Hatchback,1000 cc
Toyota Corolla XE 1998,915000.0,1998,24,Petrol,Manual,Islamabad,Gold,Local,Sedan,1300 cc
Toyota Corolla Altis Automatic 1.6 2022,5095000.0,2022,13500,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,2150000.0,2010,161337,Petrol,Automatic,Islamabad,White,Imported,Sedan,1800 cc
Honda City EXi 1998,680000.0,1998,65000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Honda Civic 1.5 RS Turbo 2022,7900000.0,2022,10,Petrol,Automatic,Un-Registered,White,Local,Sedan,1500 cc
Honda Civic VTi Automatic 1.6 1998,800000.0,1998,65000,Petrol,Automatic,Adda jahan khan,Silver,Local,Sedan,1600 cc
Toyota Prius S 1.8 2011,Call for price,2011,155000,Petrol,Automatic,Karachi,Black,Imported,Sedan,1800 cc
Daihatsu Mira X Limited Smart Drive Package 2016,2390000.0,2016,48100,Petrol,Automatic,Islamabad,Pink,Imported,Hatchback,660 cc
Toyota Hilux Revo V Automatic 2.8 2022,10600000.0,2022,20,Diesel,Automatic,Un-Registered,Black,Local,Double Cabin,2800 cc
Honda Civic 1.5 VTEC Turbo Oriel 2022,7150000.0,2022,30,Petrol,Automatic,Un-Registered,White,Local,Sedan,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2500000.0,2012,90000,Petrol,Automatic,Islamabad,Black,Local,Sedan,1800 cc
Honda City 1.5L ASPIRE CVT 2022,4465000.0,2022,2500,Petrol,Automatic,Islamabad,White,Local,Compact sedan,1500 cc
KIA Sportage FWD 2020,Call for price,2020,21000,Petrol,Automatic,Karachi,White,Local,SUV,2000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5400000.0,2021,40000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Honda HR-V VTi-S 2022,6680000.0,2022,25,Petrol,Automatic,Un-Registered,Black,Local,Crossover,1500 cc
Changan Oshan X7 FutureSense 2022,7680000.0,2022,3000,Petrol,Automatic,Islamabad,White,Local,Compact SUV,1500 cc
Honda Civic 1.5 RS Turbo 2022,8000000.0,2022,30,Petrol,Automatic,Un-Registered,White,Local,Sedan,1500 cc
Toyota C-HR S 2017,7380000.0,2017,98000,Hybrid,Automatic,Islamabad,White,Imported,Crossover,1800 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2018,400000.0,2018,33000,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,1760000.0000000002,2010,125000,Petrol,Automatic,Karachi,Grey,Local,Sedan,1800 cc
Daihatsu Cuore CX Eco 2007,650000.0,2007,100000,Petrol,Manual,Karachi,Navy,Local,Hatchback,800 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009,1800000.0,2009,132000,Petrol,Automatic,Punjab,Silver,Local,Sedan,1800 cc
Honda Civic 1.5 VTEC Turbo Oriel 2017,4800000.0,2017,98000,Petrol,Automatic,Lahore,Grey,Local,Sedan,1500 cc
Suzuki Mehran VX Euro II Limited Edition 2019,1150000.0,2019,23600,Petrol,Manual,Nawabshah,Silver,Local,Hatchback,796 cc
Honda City 1.3 i-VTEC 2013,2175000.0,2013,154000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Honda Vezel S 2014,4150000.0,2014,108000,Petrol,Automatic,Islamabad,Black,Imported,Crossover,1500 cc
Toyota Corolla Altis X Automatic 1.6 Special Edition 2019,5200000.0,2019,37000,Petrol,Automatic,Karachi,Black,Imported,Sedan,1600 cc
Suzuki Cultus VXR 2006,700000.0,2006,52000,Petrol,Manual,Lahore,Silver,Imported,Hatchback,1000 cc
Toyota Land Cruiser VX 4.2D 1993,2700000.0,1993,200000,Diesel,Automatic,Islamabad,Navy,Local,SUV,4200 cc
Suzuki Alto VXR 2021,1930000.0,2021,15000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Honda City i-DSI 2006,1300000.0,2006,200000,Petrol,Manual,Karachi,Black,Local,Sedan,1300 cc
Suzuki Alto VXR 2010,795000.0,2010,88000,Petrol,Manual,Karachi,Grey,Local,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5500000.0,2021,16000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Honda Civic VTi 1.6 2000,950000.0,2000,100000,Petrol,Manual,Sindh,Silver,Local,Sedan,1600 cc
Suzuki Alto VXR 2022,2120000.0,2022,25,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Toyota Corolla Fielder Hybrid 2019,5350000.0,2019,54000,Hybrid,Automatic,Un-Registered,Silver,Imported,Station Wagon,1500 cc
Suzuki Cultus EURO II 2015,1360000.0,2015,97000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
Toyota Vitz F M Package 1.0 2018,3400000.0,2018,98000,Petrol,Automatic,Sindh,Grey,Imported,Hatchback,1000 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4000000.0,2019,100000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Suzuki Wagon R VXL 2020,2300000.0,2020,37600,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Raize Z 2019,5750000.0,2019,9400,Petrol,Automatic,Un-Registered,Assembly,Imported,Crossover,1000 cc
Toyota Vitz F 1.0 2014,2475000.0,2014,72000,Petrol,Automatic,Karachi,White,Imported,Hatchback,1000 cc
Toyota Land Cruiser ZX 2022,95000000.0,2022,700,Petrol,Automatic,Un-Registered,White,Imported,SUV,4600 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4000000.0,2017,78197,Petrol,Automatic,Lahore,Assembly,Local,Sedan,1800 cc
Toyota Raize Z 2019,5600000.0,2019,21368,Petrol,Automatic,Un-Registered,Black,Imported,Crossover,1000 cc
Honda City 1.5L CVT 2022,3995000.0000000005,2022,12000,Petrol,Automatic,Punjab,Silver,Local,Compact sedan,1500 cc
Suzuki Wagon R Hybrid FZ 2019,3475000.0,2019,50793,Hybrid,Automatic,Un-Registered,Beige,Imported,Hatchback,660 cc
Suzuki Mehran VXR Euro II 2018,1180000.0,2018,57000,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Toyota Vitz U 1.0 2006,1635000.0000000002,2006,110000,Petrol,Automatic,Sindh,White,Imported,Hatchback,1000 cc
Toyota Aqua S 2020,4975000.0,2020,24000,Hybrid,Automatic,Karachi,White,Imported,Hatchback,1500 cc
Suzuki Cultus VXR 2004,560000.0,2004,80000,Petrol,Manual,Punjab,Silver,Local,Hatchback,1000 cc
Suzuki Wagon R FT Limited 2007,1245000.0,2007,95000,Petrol,Automatic,Islamabad,Silver,Imported,Mini Van,660 cc
Toyota Corolla Fielder X Special Edition 2007,2600000.0,2007,200000,Petrol,Automatic,Islamabad,White,Imported,Station Wagon,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2019,4800000.0,2019,40000,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Toyota Corolla XLi VVTi 2013,2220000.0,2013,179000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Suzuki Cultus VXRi 2008,925000.0,2008,85000,Petrol,Manual,Faisalabad,White,Local,Hatchback,1000 cc
Hyundai Sonata 2.5 2021,7750000.0,2021,71000,Petrol,Automatic,Islamabad,White,Local,Sedan,2500 cc
Toyota Corolla 2.0D 2006,1240000.0,2006,300000,Diesel,Manual,Punjab,Black,Local,Sedan,2000 cc
Suzuki Alto VX 2022,1850000.0,2022,2,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Honda Vezel Hybrid Z Honda Sensing  2018,7100000.0,2018,23000,Hybrid,Automatic,Punjab,Black,Imported,Crossover,1500 cc
Suzuki Wagon R VXL 2019,2150000.0,2019,33000,Petrol,Manual,Punjab,White,Local,Hatchback,1000 cc
Toyota Corolla Altis Automatic 1.6 2022,4750000.0,2022,4500,Petrol,Automatic,Sindh,White,Local,Sedan,1600 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2008,1650000.0,2008,112000,Petrol,Automatic,Karachi,Silver,Local,Sedan,1800 cc
Suzuki Cultus VXL 2006,900000.0,2006,80000,Petrol,Manual,Islamabad,Black,Local,Hatchback,1000 cc
Toyota Aqua G 2013,2875000.0,2013,176000,Hybrid,Automatic,Islamabad,Assembly,Imported,Hatchback,1500 cc
Nissan AD Van 1.5 DX 2007,1460000.0,2007,198000,Petrol,Automatic,Karachi,White,Imported,Station Wagon,1500 cc
Suzuki Mehran VXR Euro II 2014,950000.0,2014,75698,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Suzuki Cultus VXRi 2012,1230000.0,2012,900000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Corolla 2004,1800000.0,2004,100000,Diesel,Manual,Lahore,Blue,Imported,,2800 cc
Toyota Vitz F Smile Edition 1.0 2019,4150000.0,2019,12712,Petrol,Automatic,Un-Registered,Black,Imported,Hatchback,1000 cc
Toyota Hilux Revo V Automatic 2.8 2019,8100000.0,2019,90000,Diesel,Automatic,Punjab,Black,Local,Double Cabin,2800 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2020,3745000.0000000005,2020,15000,Petrol,Automatic,Islamabad,White,Local,Sedan,1500 cc
Toyota Vitz F Smile Edition 1.0 2019,4250000.0,2019,55069,Petrol,Automatic,Un-Registered,Grey,Imported,Hatchback,1000 cc
Range Rover Sport Supercharged 4.2 V8 2005,Call for price,2005,100000,Petrol,Automatic,Sindh,Orange,Imported,SUV,4200 cc
Toyota Vitz F 1.0 2019,3950000.0,2019,42960,Petrol,Automatic,Un-Registered,Grey,Imported,Hatchback,1000 cc
Toyota Fortuner 2.7 VVTi 2013,5800000.0,2013,82000,Petrol,Automatic,Islamabad,Silver,Local,SUV,2700 cc
Toyota Corolla XLi VVTi 2010,1610000.0000000002,2010,148000,Petrol,Manual,Karachi,Black,Local,Sedan,1300 cc
Suzuki Alto VXR 2021,2048999.9999999998,2021,35000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Honda Vezel Hybrid X Honda Sensing 2018,7000000.0,2018,60000,Petrol,Automatic,Punjab,Black,Imported,Crossover,1500 cc
Toyota Corolla XLi Automatic 2018,3090000.0,2018,95000,Petrol,Automatic,Lahore,White,Local,Sedan,1300 cc
Suzuki Mehran VXR Euro II 2013,750000.0,2013,135000,Petrol,Manual,Karachi,Grey,Local,Hatchback,796 cc
Hyundai Santro Club GV 2004,685000.0,2004,143210,Petrol,Manual,Rawalpindi,Grey,Imported,Hatchback,1100 cc
Suzuki Mehran VX 2007,470000.0,2007,86424,Petrol,Automatic,Lahore,Silver,Local,Hatchback,800 cc
Toyota Aqua G Sports 2014,2650000.0,2014,125000,Hybrid,Automatic,Islamabad,Yellow,Imported,Hatchback,1500 cc
Honda BR-V i-VTEC S 2017,3275000.0,2017,125000,Petrol,Automatic,Lahore,Silver,Local,MPV,1500 cc
Suzuki Mehran VX (CNG) 2010,600000.0,2010,1,Petrol,Manual,Multan,Silver,Local,Hatchback,800 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2016,2690000.0,2016,77500,Petrol,Automatic,Karachi,Grey,Local,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.6 2002,1400000.0,2002,156000,Petrol,Automatic,Karachi,Blue,Local,Sedan,1600 cc
Suzuki Mehran VXR Euro II 2013,700000.0,2013,40000,Petrol,Manual,Lahore,Grey,Local,Hatchback,796 cc
Honda City EXi 2003,785000.0,2003,300000,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Toyota Fortuner 2.7 VVTi 2013,5800000.0,2013,82000,Petrol,Automatic,Islamabad,Silver,Local,SUV,2700 cc
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,5450000.0,2022,13000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Suzuki Cultus Euro II (CNG) 2013,1350000.0,2013,70000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,1000 cc
Suzuki Swift DLX 1.3 Navigation  2016,2225000.0,2016,79580,Petrol,Manual,Islamabad,Maroon,Local,Hatchback,1300 cc
Toyota Corolla GLi 1.3 VVTi 2018,3725000.0,2018,16000,Petrol,Manual,Islamabad,Silver,Local,Sedan,1300 cc
Daihatsu Move Custom RS SA 2014,2250000.0,2014,81000,Petrol,Automatic,Sindh,White,Imported,Hatchback,660 cc
Toyota Aqua S 2018,4900000.0,2018,59628,Hybrid,Automatic,Un-Registered,White,Imported,Hatchback,1500 cc
Toyota Yaris ATIV CVT 1.3 2022,3660000.0,2022,8194,Petrol,Automatic,Karachi,Grey,Local,Sedan,1300 cc
Daihatsu Cast Activa X 2017,2400000.0,2017,51600,Petrol,Automatic,Karachi,Green,Imported,Hatchback,660 cc
Honda City 1.3 i-VTEC 2015,2400000.0,2015,50139,Petrol,Manual,Karachi,Grey,Local,Sedan,1300 cc
Toyota Yaris ATIV X CVT 1.5 2021,4100000.0,2021,4069,Petrol,Automatic,Karachi,White,Local,Sedan,1500 cc
KIA Sportage FWD 2021,6200000.0,2021,14417,Petrol,Automatic,Karachi,Black,Local,SUV,2000 cc
Nissan Dayz Bolero X 2016,1950000.0,2016,96738,Petrol,Automatic,Karachi,Assembly,Imported,Hatchback,660 cc
Honda Accord VTi 2.4 2007,2200000.0,2007,50000,Petrol,Automatic,Sindh,Silver,Imported,Sedan,2400 cc
Toyota Prius S 1.8 2011,3450000.0,2011,186000,Petrol,Automatic,Islamabad,Assembly,Imported,Sedan,1800 cc
Toyota Corolla XLi VVTi 2010,1720000.0,2010,140000,Petrol,Manual,Peshawar,Black,Local,Sedan,1300 cc
Toyota Corolla XLi VVTi 2015,2400000.0,2015,81000,Petrol,Manual,Karachi,White,Local,Sedan,1300 cc
Changan Karvaan Plus 2021,2200000.0,2021,25000,Petrol,Manual,Islamabad,White,Local,Mini Van,1000 cc
